Column,X_DatasetID,Dataset,TRYreference,Primary Reference,AccSpeciesName,ObservationID,ObsDataID,DataName,OrigValueStr,OrigUnitStr,ValueKindName,LifeStage,Replicates,StdValue,UnitName,ErrorRisk,Comment,AuteurID,TraitAcc,StandardError,TraitID,TraitName,LastName,FirstName,SpeciesName,AccSpeciesID,DataID,OriglName,OrigUncertaintyStr,UncertaintyName,RelUncertaintyPercent,OrigObsDataID,Localisation_approximative_des_mesures_prises,prototole_utilise,a_prioriser,commentaires,notes_sur_travail_a_faire,CleUniqBDD,CleUniqDataset
86,50,Leaf and Whole Plant Traits Database,"Shipley B., 2002. Trade-offs between net assimilation rate and specific leaf area in determining relative growth rate: relationship with daily irradiance, Functional Ecology(16) 682-689",,Pinus aristata,93472,1012400,SLA: petiole excluded,191.12,cm2/g,Single,Seedling,,19.112,mm2 mg-1,5.92877,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Shipley,Bill,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
88,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397048,10226868,SLA: petiole excluded,3.8155,mm2/mg,Single,Unknown,,3.8155,mm2 mg-1,2.38045,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
89,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397049,10226880,SLA: petiole excluded,4.0453,mm2/mg,Single,Unknown,,4.0453,mm2 mg-1,2.26051,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
90,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397050,10226892,SLA: petiole excluded,3.5236,mm2/mg,Single,Unknown,,3.5236,mm2 mg-1,2.54367,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
91,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397051,10226904,SLA: petiole excluded,4.4043,mm2/mg,Single,Unknown,,4.4043,mm2 mg-1,2.08613,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
92,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397052,10226916,SLA: petiole excluded,3.5749,mm2/mg,Single,Unknown,,3.5749,mm2 mg-1,2.51403,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
93,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397053,10226928,SLA: petiole excluded,4.2714,mm2/mg,Single,Unknown,,4.2714,mm2 mg-1,2.14897,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
94,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397054,10226940,SLA: petiole excluded,4.1176,mm2/mg,Single,Unknown,,4.1176,mm2 mg-1,2.22418,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
95,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397055,10226952,SLA: petiole excluded,3.835,mm2/mg,Single,Unknown,,3.835,mm2 mg-1,2.36999,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
96,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397056,10226964,SLA: petiole excluded,4.9558,mm2/mg,Single,Unknown,,4.9558,mm2 mg-1,1.84418,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
97,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397057,10226976,SLA: petiole excluded,4.8551,mm2/mg,Single,Unknown,,4.8551,mm2 mg-1,1.88628,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
98,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397058,10226991,SLA: petiole excluded,3.75,mm2/mg,Single,Unknown,,3.75,mm2 mg-1,2.41596,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
99,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397059,10227006,SLA: petiole excluded,4.1956,mm2/mg,Single,Unknown,,4.1956,mm2 mg-1,2.18569,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
100,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397060,10227020,SLA: petiole excluded,5.4152,mm2/mg,Single,Unknown,,5.4152,mm2 mg-1,1.66236,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
101,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397061,10227029,SLA: petiole excluded,3.9189,mm2/mg,Single,Unknown,,3.9189,mm2 mg-1,2.32561,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
102,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397063,10227054,SLA: petiole excluded,3.9007,mm2/mg,Single,Unknown,,3.9007,mm2 mg-1,2.33516,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
103,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397064,10227069,SLA: petiole excluded,5.3067,mm2/mg,Single,Unknown,,5.3067,mm2 mg-1,1.70387,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
104,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397065,10227078,SLA: petiole excluded,4.1026,mm2/mg,Single,Unknown,,4.1026,mm2 mg-1,2.23166,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
105,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397066,10227093,SLA: petiole excluded,4.5779,mm2/mg,Single,Unknown,,4.5779,mm2 mg-1,2.00685,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
106,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397067,10227101,SLA: petiole excluded,4.5201,mm2/mg,Single,Unknown,,4.5201,mm2 mg-1,2.0329,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
107,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397068,10227109,SLA: petiole excluded,4.2598,mm2/mg,Single,Unknown,,4.2598,mm2 mg-1,2.15455,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
108,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397069,10227118,SLA: petiole excluded,3.5811,mm2/mg,Single,Unknown,,3.5811,mm2 mg-1,2.51048,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
109,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397072,10227145,SLA: petiole excluded,5.7576,mm2/mg,Single,Unknown,,5.7576,mm2 mg-1,1.53662,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
110,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397073,10227161,SLA: petiole excluded,5.1274,mm2/mg,Single,Unknown,,5.1274,mm2 mg-1,1.77436,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
111,193,Plant Traits for Pinus and Juniperus Forests in Arizona,"Laughlin, D.C., P.Z. FulÈ, D.W. Huffman, J. Crouse, and E. Laliberte. 2011. Climatic constraints on trait-based forest assembly. Journal of Ecology 99:1489-1499.",,Pinus aristata,1397074,10227177,SLA: petiole excluded,4.0994,mm2/mg,Single,Unknown,,4.0994,mm2 mg-1,2.23326,,Lauren,SLA,,3115,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",Laughlin,Daniel,Pinus aristata,42093,6582,SLA,,,,,,,,,,,
112,87,Global Leaf Robustness and Physiology Database,"Niinemets, U. 2001. Global-scale climatic controls of leaf dry mass per area, density, and thickness in trees and shrubs. Ecology 82:453-469.",,Ulmus davidiana,221889,2336315,SLA: undefined if petiole in- or excluded,82.7440633,g/m2,Single,Adult,,12.0854592,mm2 mg-1,1.19274,,Lauren,SLA,,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Ulo,Niinemets,Ulmus davidiana,55447,6584,LMAp (g m-2),,,,,,,,,,,
113,342,Photosynthesis Traits Worldwide,"Maire V, Ian J. Wright, I. Colin Prentice, Niels H. Batjes, Radika Bhaskar, Peter M. van Bodegom, Will K. Cornwell, David Ellsworth, ‹lo Niinemets, Alejandro OrdoÒez, Peter B. Reich, Louis S. Santiago (2015). Global soil and climate effects on leaf photosynthetic traits and rates. Global Ecology and Biogeography 24(6): 706-717. Maire V, Wright IJ, Prentice IC, Batjes NH, Bhaskar R, van Bodegom PM, Cornwell WK, Ellsworth D, Niinemets ‹, OrdoÒez A, Reich PB, Santiago LS (2015) Data from: Global effects of soil and climate on leaf photosynthetic traits and rates. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.j42m7","Koike, F. (2001), Plant traits as predictors of woody species dominance in climax forest communities. Journal of Vegetation Science, 12: 327-336. https://doi.org/10.2307/3236846                                                                                                                                                                                    Wright, I., Reich, P., Westoby, M. et al. The worldwide leaf economics spectrum. Nature 428, 821–827 (2004). https://doi.org/10.1038/nature02403",Ulmus davidiana,2501656,20642428,SLA: undefined if petiole in- or excluded (1),120.481928,cm2 g-1,Single,Sapling,,12.0481928,mm2 mg-1,0.792576,,Lauren,SLA,,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Vincent,Maire,Ulmus davidiana,55447,6598,SLA,,,,,,,,,,,
114,70,"Cedar Creek Savanna SLA, C, N Database","Willis, C. G., M. Halina, C. Lehman, P. B. Reich, A. Keen, S. McCarthy, and J. Cavender-Bares. 2010. Phylogenetic community structure in Minnesota oak savanna is influenced by spatial extent and environmental variation. Ecography 33:565-577.",,Viburnum lentago,770497,3511478,SLA: petiole included,386.53283,cm2/g,Single,Unknown,,38.653283,mm2 mg-1,2.0728,,Lauren,SLA,,3116,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Reich,Peter,Viburnum lentago,56320,6583,SLA,,,,,,,,,,,
115,61,Global Wood Density Database,"Cheng, J.C., Yang, J. and Liu, P. 1992. Anatomy and Properties of Chinese Woods. Chinese Forestry Publishing, Beijing, China. 820 pp.",,Larix sibirica,744605,3351676,Wood density; stem specific density; wood specific gravity,0.484743,g/cm^3,Single,Unknown,,0.484743,g/cm3,0.485196,,Lauren,WD,,4,Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume),Cheng,J.C.,Larix sibirica,32380,4,WSG (g/cm^3),,,,,,,,,,,
116,61,Global Wood Density Database,"Cheng, J.C., Yang, J. and Liu, P. 1992. Anatomy and Properties of Chinese Woods. Chinese Forestry Publishing, Beijing, China. 820 pp.",,Larix sibirica,744606,3351678,Wood density; stem specific density; wood specific gravity,0.451,g/cm^3,Single,Unknown,,0.451,g/cm3,0.750137,,Lauren,WD,,4,Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume),Cheng,J.C.,Larix sibirica,32380,4,WSG (g/cm^3),,,,,,,,,,,
117,61,Global Wood Density Database,"Cheng, J.C., Yang, J. and Liu, P. 1992. Anatomy and Properties of Chinese Woods. Chinese Forestry Publishing, Beijing, China. 820 pp.",,Liriodendron chinense,744922,3352310,Wood density; stem specific density; wood specific gravity,0.479577,g/cm^3,Single,Unknown,,0.479577,g/cm3,1.08543,,Lauren,WD,,4,Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume),Cheng,J.C.,Liriodendron chinense,33705,4,WSG (g/cm^3),,,,,,,,,,,
118,61,Global Wood Density Database,"Cheng, J.C., Yang, J. and Liu, P. 1992. Anatomy and Properties of Chinese Woods. Chinese Forestry Publishing, Beijing, China. 820 pp.",,Liriodendron chinense,744923,3352312,Wood density; stem specific density; wood specific gravity,0.453,g/cm^3,Single,Unknown,,0.453,g/cm3,0.783368,,Lauren,WD,,4,Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume),Cheng,J.C.,Liriodendron chinense,33705,4,WSG (g/cm^3),,,,,,,,,,,
